,comuna,year,fecha_semestre,semestre,poblacion_comunal,tasa_comunal,objetivo_comunal,poblacion_total,tasa_Total,objetivo_total
458,Comuna 8,2019,2019-06-30,1,228266,2.19,3.561,3072029,1.823,2.229
459,Comuna 8,2019,2019-06-30,1,228266,2.19,3.561,3072029,1.823,2.229
460,Comuna 8,2019,2019-06-30,1,228266,2.19,3.561,3072029,1.823,2.229
461,Comuna 9,2019,2019-06-30,1,171062,2.338,7.375,3072029,1.823,2.229
462,Comuna 9,2019,2019-06-30,1,171062,2.338,7.375,3072029,1.823,2.229
463,Comuna 9,2019,2019-06-30,1,171062,2.338,7.375,3072029,1.823,2.229
464,Comuna 9,2019,2019-06-30,1,171062,2.338,7.375,3072029,1.823,2.229
465,Comuna 1,2019,2019-12-31,2,255457,1.174,3.171,3072029,1.53,1.641
466,Comuna 1,2019,2019-12-31,2,255457,1.174,3.171,3072029,1.53,1.641
467,Comuna 1,2019,2019-12-31,2,255457,1.174,3.171,3072029,1.53,1.641
468,Comuna 10,2019,2019-12-31,2,170497,3.519,1.056,3072029,1.53,1.641
469,Comuna 10,2019,2019-12-31,2,170497,3.519,1.056,3072029,1.53,1.641
470,Comuna 10,2019,2019-12-31,2,170497,3.519,1.056,3072029,1.53,1.641
471,Comuna 10,2019,2019-12-31,2,170497,3.519,1.056,3072029,1.53,1.641
472,Comuna 10,2019,2019-12-31,2,170497,3.519,1.056,3072029,1.53,1.641
473,Comuna 10,2019,2019-12-31,2,170497,3.519,1.056,3072029,1.53,1.641
474,Comuna 11,2019,2019-12-31,2,190046,1.052,1.894,3072029,1.53,1.641
475,Comuna 11,2019,2019-12-31,2,190046,1.052,1.894,3072029,1.53,1.641
476,Comuna 12,2019,2019-12-31,2,214518,0.932,2.101,3072029,1.53,1.641
477,Comuna 12,2019,2019-12-31,2,214518,0.932,2.101,3072029,1.53,1.641
478,Comuna 13,2019,2019-12-31,2,236238,2.117,1.905,3072029,1.53,1.641
479,Comuna 13,2019,2019-12-31,2,236238,2.117,1.905,3072029,1.53,1.641
480,Comuna 13,2019,2019-12-31,2,236238,2.117,1.905,3072029,1.53,1.641
481,Comuna 13,2019,2019-12-31,2,236238,2.117,1.905,3072029,1.53,1.641
482,Comuna 13,2019,2019-12-31,2,236238,2.117,1.905,3072029,1.53,1.641
483,Comuna 14,2019,2019-12-31,2,227060,0.881,1.585,3072029,1.53,1.641
484,Comuna 14,2019,2019-12-31,2,227060,0.881,1.585,3072029,1.53,1.641
485,Comuna 15,2019,2019-12-31,2,182445,3.837,0.987,3072029,1.53,1.641
486,Comuna 15,2019,2019-12-31,2,182445,3.837,0.987,3072029,1.53,1.641
487,Comuna 15,2019,2019-12-31,2,182445,3.837,0.987,3072029,1.53,1.641
488,Comuna 15,2019,2019-12-31,2,182445,3.837,0.987,3072029,1.53,1.641
489,Comuna 15,2019,2019-12-31,2,182445,3.837,0.987,3072029,1.53,1.641
490,Comuna 15,2019,2019-12-31,2,182445,3.837,0.987,3072029,1.53,1.641
491,Comuna 15,2019,2019-12-31,2,182445,3.837,0.987,3072029,1.53,1.641
492,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
493,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
494,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
495,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
496,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
497,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
498,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
499,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
500,Comuna 4,2019,2019-12-31,2,239712,3.755,1.126,3072029,1.53,1.641
501,Comuna 5,2019,2019-12-31,2,187348,0.534,1.922,3072029,1.53,1.641
502,Comuna 7,2019,2019-12-31,2,241484,1.242,2.982,3072029,1.53,1.641
503,Comuna 7,2019,2019-12-31,2,241484,1.242,2.982,3072029,1.53,1.641
504,Comuna 7,2019,2019-12-31,2,241484,1.242,2.982,3072029,1.53,1.641
505,Comuna 8,2019,2019-12-31,2,228266,0.876,1.971,3072029,1.53,1.641
506,Comuna 8,2019,2019-12-31,2,228266,0.876,1.971,3072029,1.53,1.641
507,Comuna 9,2019,2019-12-31,2,171062,2.923,2.105,3072029,1.53,1.641
508,Comuna 9,2019,2019-12-31,2,171062,2.923,2.105,3072029,1.53,1.641
509,Comuna 9,2019,2019-12-31,2,171062,2.923,2.105,3072029,1.53,1.641
510,Comuna 9,2019,2019-12-31,2,171062,2.923,2.105,3072029,1.53,1.641
511,Comuna 9,2019,2019-12-31,2,171062,2.923,2.105,3072029,1.53,1.641
512,Comuna 1,2020,2020-06-30,1,256405,1.95,1.057,3075646,0.975,1.377
513,Comuna 1,2020,2020-06-30,1,256405,1.95,1.057,3075646,0.975,1.377
514,Comuna 1,2020,2020-06-30,1,256405,1.95,1.057,3075646,0.975,1.377
515,Comuna 1,2020,2020-06-30,1,256405,1.95,1.057,3075646,0.975,1.377
516,Comuna 1,2020,2020-06-30,1,256405,1.95,1.057,3075646,0.975,1.377
517,Comuna 11,2020,2020-06-30,1,190076,0.526,0.947,3075646,0.975,1.377
518,Comuna 13,2020,2020-06-30,1,236358,0.423,1.905,3075646,0.975,1.377
519,Comuna 15,2020,2020-06-30,1,182465,1.644,3.453,3075646,0.975,1.377
520,Comuna 15,2020,2020-06-30,1,182465,1.644,3.453,3075646,0.975,1.377
521,Comuna 15,2020,2020-06-30,1,182465,1.644,3.453,3075646,0.975,1.377
522,Comuna 2,2020,2020-06-30,1,149430,1.338,1.204,3075646,0.975,1.377
523,Comuna 2,2020,2020-06-30,1,149430,1.338,1.204,3075646,0.975,1.377
524,Comuna 3,2020,2020-06-30,1,193276,3.104,0.932,3075646,0.975,1.377
525,Comuna 3,2020,2020-06-30,1,193276,3.104,0.932,3075646,0.975,1.377
526,Comuna 3,2020,2020-06-30,1,193276,3.104,0.932,3075646,0.975,1.377
527,Comuna 3,2020,2020-06-30,1,193276,3.104,0.932,3075646,0.975,1.377
528,Comuna 3,2020,2020-06-30,1,193276,3.104,0.932,3075646,0.975,1.377
529,Comuna 3,2020,2020-06-30,1,193276,3.104,0.932,3075646,0.975,1.377
530,Comuna 4,2020,2020-06-30,1,240100,0.416,3.379,3075646,0.975,1.377
531,Comuna 5,2020,2020-06-30,1,187518,1.6,0.48,3075646,0.975,1.377
532,Comuna 5,2020,2020-06-30,1,187518,1.6,0.48,3075646,0.975,1.377
533,Comuna 5,2020,2020-06-30,1,187518,1.6,0.48,3075646,0.975,1.377
534,Comuna 6,2020,2020-06-30,1,185456,0.539,0.972,3075646,0.975,1.377
535,Comuna 7,2020,2020-06-30,1,241861,0.413,1.118,3075646,0.975,1.377
536,Comuna 8,2020,2020-06-30,1,228953,0.874,0.789,3075646,0.975,1.377
537,Comuna 8,2020,2020-06-30,1,228953,0.874,0.789,3075646,0.975,1.377
538,Comuna 9,2020,2020-06-30,1,171264,2.336,2.631,3075646,0.975,1.377
539,Comuna 9,2020,2020-06-30,1,171264,2.336,2.631,3075646,0.975,1.377
540,Comuna 9,2020,2020-06-30,1,171264,2.336,2.631,3075646,0.975,1.377
541,Comuna 9,2020,2020-06-30,1,171264,2.336,2.631,3075646,0.975,1.377
542,Comuna 1,2020,2020-12-31,2,256405,1.95,1.755,3075646,1.496,0.878
543,Comuna 1,2020,2020-12-31,2,256405,1.95,1.755,3075646,1.496,0.878
544,Comuna 1,2020,2020-12-31,2,256405,1.95,1.755,3075646,1.496,0.878
545,Comuna 1,2020,2020-12-31,2,256405,1.95,1.755,3075646,1.496,0.878
546,Comuna 1,2020,2020-12-31,2,256405,1.95,1.755,3075646,1.496,0.878
547,Comuna 10,2020,2020-12-31,2,170592,2.345,3.167,3075646,1.496,0.878
548,Comuna 10,2020,2020-12-31,2,170592,2.345,3.167,3075646,1.496,0.878
549,Comuna 10,2020,2020-12-31,2,170592,2.345,3.167,3075646,1.496,0.878
550,Comuna 10,2020,2020-12-31,2,170592,2.345,3.167,3075646,1.496,0.878
551,Comuna 11,2020,2020-12-31,2,190076,1.578,0.473,3075646,1.496,0.878
552,Comuna 11,2020,2020-12-31,2,190076,1.578,0.473,3075646,1.496,0.878
553,Comuna 11,2020,2020-12-31,2,190076,1.578,0.473,3075646,1.496,0.878
554,Comuna 12,2020,2020-12-31,2,214777,1.397,0.839,3075646,1.496,0.878
555,Comuna 12,2020,2020-12-31,2,214777,1.397,0.839,3075646,1.496,0.878
556,Comuna 12,2020,2020-12-31,2,214777,1.397,0.839,3075646,1.496,0.878
557,Comuna 13,2020,2020-12-31,2,236358,0.846,0.381,3075646,1.496,0.878
558,Comuna 13,2020,2020-12-31,2,236358,0.846,0.381,3075646,1.496,0.878
559,Comuna 14,2020,2020-12-31,2,227115,1.321,0.793,3075646,1.496,0.878
560,Comuna 14,2020,2020-12-31,2,227115,1.321,0.793,3075646,1.496,0.878
561,Comuna 14,2020,2020-12-31,2,227115,1.321,0.793,3075646,1.496,0.878
562,Comuna 15,2020,2020-12-31,2,182465,1.644,1.48,3075646,1.496,0.878
563,Comuna 15,2020,2020-12-31,2,182465,1.644,1.48,3075646,1.496,0.878
564,Comuna 15,2020,2020-12-31,2,182465,1.644,1.48,3075646,1.496,0.878
565,Comuna 2,2020,2020-12-31,2,149430,2.008,1.205,3075646,1.496,0.878
566,Comuna 2,2020,2020-12-31,2,149430,2.008,1.205,3075646,1.496,0.878
567,Comuna 2,2020,2020-12-31,2,149430,2.008,1.205,3075646,1.496,0.878
568,Comuna 3,2020,2020-12-31,2,193276,2.07,2.794,3075646,1.496,0.878
569,Comuna 3,2020,2020-12-31,2,193276,2.07,2.794,3075646,1.496,0.878
570,Comuna 3,2020,2020-12-31,2,193276,2.07,2.794,3075646,1.496,0.878
571,Comuna 3,2020,2020-12-31,2,193276,2.07,2.794,3075646,1.496,0.878
572,Comuna 4,2020,2020-12-31,2,240100,1.249,0.375,3075646,1.496,0.878
573,Comuna 4,2020,2020-12-31,2,240100,1.249,0.375,3075646,1.496,0.878
574,Comuna 4,2020,2020-12-31,2,240100,1.249,0.375,3075646,1.496,0.878
575,Comuna 6,2020,2020-12-31,2,185456,0.539,0.485,3075646,1.496,0.878
576,Comuna 7,2020,2020-12-31,2,241861,2.067,0.372,3075646,1.496,0.878
577,Comuna 7,2020,2020-12-31,2,241861,2.067,0.372,3075646,1.496,0.878
578,Comuna 7,2020,2020-12-31,2,241861,2.067,0.372,3075646,1.496,0.878
579,Comuna 7,2020,2020-12-31,2,241861,2.067,0.372,3075646,1.496,0.878
580,Comuna 7,2020,2020-12-31,2,241861,2.067,0.372,3075646,1.496,0.878
581,Comuna 8,2020,2020-12-31,2,228953,2.184,0.786,3075646,1.496,0.878
582,Comuna 8,2020,2020-12-31,2,228953,2.184,0.786,3075646,1.496,0.878
583,Comuna 8,2020,2020-12-31,2,228953,2.184,0.786,3075646,1.496,0.878
584,Comuna 8,2020,2020-12-31,2,228953,2.184,0.786,3075646,1.496,0.878
585,Comuna 8,2020,2020-12-31,2,228953,2.184,0.786,3075646,1.496,0.878
586,Comuna 9,2020,2020-12-31,2,171264,1.168,2.102,3075646,1.496,0.878
587,Comuna 9,2020,2020-12-31,2,171264,1.168,2.102,3075646,1.496,0.878
588,Comuna 1,2021,2021-06-30,1,257235,1.166,1.755,3078836,1.754,1.346
589,Comuna 1,2021,2021-06-30,1,257235,1.166,1.755,3078836,1.754,1.346
590,Comuna 1,2021,2021-06-30,1,257235,1.166,1.755,3078836,1.754,1.346
591,Comuna 10,2021,2021-06-30,1,170677,0.586,2.11,3078836,1.754,1.346
592,Comuna 11,2021,2021-06-30,1,190105,0.526,1.42,3078836,1.754,1.346
593,Comuna 12,2021,2021-06-30,1,215002,1.86,1.257,3078836,1.754,1.346
594,Comuna 12,2021,2021-06-30,1,215002,1.86,1.257,3078836,1.754,1.346
595,Comuna 12,2021,2021-06-30,1,215002,1.86,1.257,3078836,1.754,1.346
596,Comuna 12,2021,2021-06-30,1,215002,1.86,1.257,3078836,1.754,1.346
597,Comuna 13,2021,2021-06-30,1,236468,2.114,0.762,3078836,1.754,1.346
598,Comuna 13,2021,2021-06-30,1,236468,2.114,0.762,3078836,1.754,1.346
599,Comuna 13,2021,2021-06-30,1,236468,2.114,0.762,3078836,1.754,1.346
600,Comuna 13,2021,2021-06-30,1,236468,2.114,0.762,3078836,1.754,1.346
601,Comuna 13,2021,2021-06-30,1,236468,2.114,0.762,3078836,1.754,1.346
602,Comuna 14,2021,2021-06-30,1,227168,1.321,1.189,3078836,1.754,1.346
603,Comuna 14,2021,2021-06-30,1,227168,1.321,1.189,3078836,1.754,1.346
604,Comuna 14,2021,2021-06-30,1,227168,1.321,1.189,3078836,1.754,1.346
605,Comuna 15,2021,2021-06-30,1,182485,2.74,1.48,3078836,1.754,1.346
606,Comuna 15,2021,2021-06-30,1,182485,2.74,1.48,3078836,1.754,1.346
607,Comuna 15,2021,2021-06-30,1,182485,2.74,1.48,3078836,1.754,1.346
608,Comuna 15,2021,2021-06-30,1,182485,2.74,1.48,3078836,1.754,1.346
609,Comuna 15,2021,2021-06-30,1,182485,2.74,1.48,3078836,1.754,1.346
610,Comuna 2,2021,2021-06-30,1,149371,0.669,1.807,3078836,1.754,1.346
611,Comuna 3,2021,2021-06-30,1,193425,1.551,1.863,3078836,1.754,1.346
612,Comuna 3,2021,2021-06-30,1,193425,1.551,1.863,3078836,1.754,1.346
613,Comuna 3,2021,2021-06-30,1,193425,1.551,1.863,3078836,1.754,1.346
614,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
615,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
616,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
617,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
618,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
619,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
620,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
621,Comuna 4,2021,2021-06-30,1,240437,3.327,1.125,3078836,1.754,1.346
622,Comuna 5,2021,2021-06-30,1,187670,1.599,1.44,3078836,1.754,1.346
623,Comuna 5,2021,2021-06-30,1,187670,1.599,1.44,3078836,1.754,1.346
624,Comuna 5,2021,2021-06-30,1,187670,1.599,1.44,3078836,1.754,1.346
625,Comuna 6,2021,2021-06-30,1,185620,0.539,0.485,3078836,1.754,1.346
626,Comuna 7,2021,2021-06-30,1,242188,1.239,1.861,3078836,1.754,1.346
627,Comuna 7,2021,2021-06-30,1,242188,1.239,1.861,3078836,1.754,1.346
628,Comuna 7,2021,2021-06-30,1,242188,1.239,1.861,3078836,1.754,1.346
629,Comuna 8,2021,2021-06-30,1,229541,2.614,1.965,3078836,1.754,1.346
630,Comuna 8,2021,2021-06-30,1,229541,2.614,1.965,3078836,1.754,1.346
631,Comuna 8,2021,2021-06-30,1,229541,2.614,1.965,3078836,1.754,1.346
632,Comuna 8,2021,2021-06-30,1,229541,2.614,1.965,3078836,1.754,1.346
633,Comuna 8,2021,2021-06-30,1,229541,2.614,1.965,3078836,1.754,1.346
634,Comuna 8,2021,2021-06-30,1,229541,2.614,1.965,3078836,1.754,1.346
635,Comuna 9,2021,2021-06-30,1,171444,4.083,1.051,3078836,1.754,1.346
636,Comuna 9,2021,2021-06-30,1,171444,4.083,1.051,3078836,1.754,1.346
637,Comuna 9,2021,2021-06-30,1,171444,4.083,1.051,3078836,1.754,1.346
638,Comuna 9,2021,2021-06-30,1,171444,4.083,1.051,3078836,1.754,1.346
639,Comuna 9,2021,2021-06-30,1,171444,4.083,1.051,3078836,1.754,1.346
640,Comuna 9,2021,2021-06-30,1,171444,4.083,1.051,3078836,1.754,1.346
641,Comuna 9,2021,2021-06-30,1,171444,4.083,1.051,3078836,1.754,1.346
642,Comuna 1,2021,2021-12-31,2,257235,2.332,1.05,3078836,1.364,1.579
643,Comuna 1,2021,2021-12-31,2,257235,2.332,1.05,3078836,1.364,1.579
644,Comuna 1,2021,2021-12-31,2,257235,2.332,1.05,3078836,1.364,1.579
645,Comuna 1,2021,2021-12-31,2,257235,2.332,1.05,3078836,1.364,1.579
646,Comuna 1,2021,2021-12-31,2,257235,2.332,1.05,3078836,1.364,1.579
647,Comuna 1,2021,2021-12-31,2,257235,2.332,1.05,3078836,1.364,1.579
648,Comuna 10,2021,2021-12-31,2,170677,0.586,0.527,3078836,1.364,1.579
649,Comuna 11,2021,2021-12-31,2,190105,2.104,0.473,3078836,1.364,1.579
650,Comuna 11,2021,2021-12-31,2,190105,2.104,0.473,3078836,1.364,1.579
651,Comuna 11,2021,2021-12-31,2,190105,2.104,0.473,3078836,1.364,1.579
652,Comuna 11,2021,2021-12-31,2,190105,2.104,0.473,3078836,1.364,1.579
653,Comuna 12,2021,2021-12-31,2,215002,1.395,1.674,3078836,1.364,1.579
654,Comuna 12,2021,2021-12-31,2,215002,1.395,1.674,3078836,1.364,1.579
655,Comuna 12,2021,2021-12-31,2,215002,1.395,1.674,3078836,1.364,1.579
656,Comuna 13,2021,2021-12-31,2,236468,0.846,1.903,3078836,1.364,1.579
657,Comuna 13,2021,2021-12-31,2,236468,0.846,1.903,3078836,1.364,1.579
658,Comuna 14,2021,2021-12-31,2,227168,0.44,1.189,3078836,1.364,1.579
659,Comuna 2,2021,2021-12-31,2,149371,2.008,0.603,3078836,1.364,1.579
660,Comuna 2,2021,2021-12-31,2,149371,2.008,0.603,3078836,1.364,1.579
661,Comuna 2,2021,2021-12-31,2,149371,2.008,0.603,3078836,1.364,1.579
662,Comuna 3,2021,2021-12-31,2,193425,2.585,1.396,3078836,1.364,1.579
663,Comuna 3,2021,2021-12-31,2,193425,2.585,1.396,3078836,1.364,1.579
664,Comuna 3,2021,2021-12-31,2,193425,2.585,1.396,3078836,1.364,1.579
665,Comuna 3,2021,2021-12-31,2,193425,2.585,1.396,3078836,1.364,1.579
666,Comuna 3,2021,2021-12-31,2,193425,2.585,1.396,3078836,1.364,1.579
667,Comuna 4,2021,2021-12-31,2,240437,1.664,2.995,3078836,1.364,1.579
668,Comuna 4,2021,2021-12-31,2,240437,1.664,2.995,3078836,1.364,1.579
669,Comuna 4,2021,2021-12-31,2,240437,1.664,2.995,3078836,1.364,1.579
670,Comuna 4,2021,2021-12-31,2,240437,1.664,2.995,3078836,1.364,1.579
671,Comuna 5,2021,2021-12-31,2,187670,0.533,1.439,3078836,1.364,1.579
672,Comuna 6,2021,2021-12-31,2,185620,2.155,0.485,3078836,1.364,1.579
673,Comuna 6,2021,2021-12-31,2,185620,2.155,0.485,3078836,1.364,1.579
674,Comuna 6,2021,2021-12-31,2,185620,2.155,0.485,3078836,1.364,1.579
675,Comuna 6,2021,2021-12-31,2,185620,2.155,0.485,3078836,1.364,1.579
676,Comuna 7,2021,2021-12-31,2,242188,1.239,1.115,3078836,1.364,1.579
677,Comuna 7,2021,2021-12-31,2,242188,1.239,1.115,3078836,1.364,1.579
678,Comuna 7,2021,2021-12-31,2,242188,1.239,1.115,3078836,1.364,1.579
679,Comuna 8,2021,2021-12-31,2,229541,0.436,2.353,3078836,1.364,1.579
680,Comuna 9,2021,2021-12-31,2,171444,2.333,3.675,3078836,1.364,1.579
681,Comuna 9,2021,2021-12-31,2,171444,2.333,3.675,3078836,1.364,1.579
682,Comuna 9,2021,2021-12-31,2,171444,2.333,3.675,3078836,1.364,1.579
683,Comuna 9,2021,2021-12-31,2,171444,2.333,3.675,3078836,1.364,1.579
